LEcon329_1:1	yellow	JJ(JJ)	yellow
LEcon329_12:3	celebration	NN(NN)	celebration

LEcon329_13:1	you	PP(DM)	you
LEcon329_13:2	know	VVP(DM)	know

LEcon329_14:1	a	DT(DT)	a
LEcon329_14:2	big	JJ(JJ)	big
LEcon329_14:3	celebration	NN(NN)	celebration
LEcon329_14:4	yes	RE(RE)	yes
LEcon329_14:5	_0	PA(PA)	

LEcon329_15:1	and	CC(CC)	and

LEcon329_16:1	cos	IN(IN)	cos
LEcon329_16:2	usually	RB(RB)	usually
LEcon329_16:3	it	PP(PP)	it
LEcon329_16:4	's	VBS(VBS)	be
LEcon329_16:5	always	RB(RB)	always
LEcon329_16:6	between	IN(IN)	between
LEcon329_16:7	f_birkirkara	FW(FW)	
LEcon329_16:8	and	CC(CC)	and
LEcon329_16:9	f_valetta	FW(FW)	
LEcon329_16:10	_1	PA(PA)	

LEcon329_17:1	yeah	RE(RE)	yeah

LEcon329_18:1	yeah	RE(RE)	yeah

LEcon329_19:1	aha	RE(RE)	aha
LEcon329_19:2	_1	PA(PA)	
LEcon329_19:3	and	CC(CC)	and
LEcon329_19:4	s_b	NP(NP)	s_b
LEcon329_19:5	-kara	XX(XX)	
LEcon329_19:6	have	VHP(VHP)	have
LEcon329_19:7	won	VVN(VVN)	win
LEcon329_19:8	_0	PA(PA)	

LEcon329_20:1	yes	RE(RE)	yes
LEcon329_20:2	f_birkirkara	FW(FW)	
LEcon329_20:3	won	VVD(VVD)	win
LEcon329_20:4	this	DT(DT)	this
LEcon329_20:5	time	NN(NN)	time

LEcon329_21:1	f_birkirkara	FW(FW)	

LEcon329_22:1	okay	RE(RE)	okay

LEcon329_23:1	yes	RE(RE)	yes
LEcon329_23:2	_3	PA(PA)	

LEcon329_24:1	and	CC(CC)	and
LEcon329_24:2	the	DT(DT)	the
LEcon329_24:3	fact	NN(NN)	fact
LEcon329_24:4	they	PP(PP)	they
LEcon329_24:5	got	VVD(VVD)	get
LEcon329_24:6	them	PP(PP)	they
LEcon329_24:7	on	IN(IN)	on
LEcon329_24:8	s_tv	NN(NN)	s_tv
LEcon329_24:9	as	RB(RB)	as
LEcon329_24:10	well	RB(RB)	well

LEcon329_25:1	yeah	RE(RE)	yeah

LEcon329_26:1	yeah	RE(RE)	yeah
LEcon329_26:2	celebrating	VVG(VVG)	celebrate

LEcon329_27:1	aha	RE(RE)	aha
LEcon329_27:2	_0	PA(PA)	

LEcon329_28:1	and	CC(CC)	and
LEcon329_28:2	even	RB(RB)	even
LEcon329_28:3	the	DT(DT)	the
LEcon329_28:4	headmaster	NN(NN)	headmaster
LEcon329_28:5	of	IN(IN)	of
LEcon329_28:6	one	CD(CD)	one
LEcon329_28:7	p_particulary	PVC(JJ)	
LEcon329_28:8	school	NN(NN)	school
LEcon329_28:9	was	VBD(VBD)	be
LEcon329_28:10	saying	VVG(VVG)	say
LEcon329_28:11	that	IN(IN)	that
LEcon329_28:12	he	PP(PP)	he
LEcon329_28:13	's	VBS(VBS)	be
LEcon329_28:14	from	IN(IN)	from
LEcon329_28:15	f_birkirkara	FW(FW)	

LEcon329_29:1	yeah	RE(RE)	yeah

LEcon329_30:1	he	PP(PP)	he
LEcon329_30:2	was	VBD(VBD)	be
LEcon329_30:3	really	RB(RB)	really
LEcon329_30:4	proud	JJ(JJ)	proud
LEcon329_30:5	and	CC(CC)	and
LEcon329_30:6	he	PP(PP)	he
LEcon329_30:7	kept	VVD(VVD)	keep
LEcon329_30:8	saying	VVG(VVG)	say
LEcon329_30:9	this	DT(DT)	this
LEcon329_30:10	and	CC(CC)	and
LEcon329_30:11	they	PP(PP)	they
LEcon329_30:12	won	VVD(VVD)	win

LEcon329_31:1	aha	RE(RE)	aha

LEcon329_32:1	xx	UNI(UNI)	

LEcon329_33:1	second	JJ(JJ)	second
LEcon329_33:2	consecutive	JJ(JJ)	consecutive
LEcon329_33:3	no	RE(RE)	no
LEcon329_33:4	it	PP(PP)	it
LEcon329_33:5	's	VBS(VBS)	be
LEcon329_33:6	not	RB(RB)	not
LEcon329_33:7	consecutive	JJ(JJ)	consecutive
LEcon329_33:8	_0	PA(PA)	
LEcon329_33:9	it	PP(PP)	it
LEcon329_33:10	's	VBS(VBS)	be
LEcon329_33:11	their	PP$(PP$)	they
LEcon329_33:12	second	JJ(JJ)	second
LEcon329_33:13	win	NN(NN)	win
LEcon329_33:14	but	CC(CC)	but
LEcon329_33:15	not	RB(RB)	not
LEcon329_33:16	consecutive	JJ(JJ)	consecutive
LEcon329_33:17	_0	PA(PA)	
LEcon329_33:18	cos	IN(IN)	cos
LEcon329_33:19	last	JJ(JJ)	last
LEcon329_33:20	year	NN(NN)	year
LEcon329_33:21	f_sliema	FW(FW)	
LEcon329_33:22	won	VVD(VVD)	win

LEcon329_34:1	no	RE(RE)	no
LEcon329_34:2	it	PP(PP)	it
LEcon329_34:3	's	VBS(VBS)	be
LEcon329_34:4	not	RB(RB)	not
LEcon329_34:5	a	DT(DT)	a
LEcon329_34:6	consecutive	JJ(JJ)	consecutive
LEcon329_34:7	win	NN(NN)	win
LEcon329_34:8	no	RE(RE)	no
LEcon329_34:9	no	RE(RE)	no

LEcon329_35:1	no	RE(RE)	no
LEcon329_35:2	it	PP(PP)	it
LEcon329_35:3	's	VBS(VBS)	be
LEcon329_35:4	not	RB(RB)	not
LEcon329_35:5	_1	PA(PA)	
LEcon329_35:6	cos	IN(IN)	cos
LEcon329_35:7	last	JJ(JJ)	last
LEcon329_35:8	year	NN(NN)	year
LEcon329_35:9	look	VV(VV)	look
LEcon329_35:10	at	IN(IN)	at
LEcon329_35:11	this	DT(DT)	this
LEcon329_35:12	flag	NN(NN)	flag
LEcon329_35:13	it	PP(PP)	it
LEcon329_35:14	's	VBS(VBS)	be
LEcon329_35:15	all	DT(DT)	all
LEcon329_35:16	torn	VVN(VVN)	tear
LEcon329_35:17	now	RB(RB)	now
LEcon329_35:18	_2	PA(PA)	

LEcon329_36:1	yesterday	RB(RB)	yesterday
LEcon329_36:2	i	PP(PP)	i
LEcon329_36:3	was	VBD(VBD)	be
LEcon329_36:4	in	IN(IN)	in
LEcon329_36:5	f_valetta	FW(FW)	
LEcon329_36:6	_0	PA(PA)	
LEcon329_36:7	er	UH(UH)	er
LEcon329_36:8	in	IN(IN)	in
LEcon329_36:9	the	DT(DT)	the
LEcon329_36:10	evening	NN(NN)	evening
LEcon329_36:11	_0	PA(PA)	

LEcon329_37:1	yes	RE(RE)	yes

LEcon329_38:1	with	IN(IN)	with
LEcon329_38:2	my	PP$(PP$)	i
LEcon329_38:3	hosts	NNS(NNS)	host
LEcon329_38:4	and	CC(CC)	and
LEcon329_38:5	er	UH(UH)	er
LEcon329_38:6	_0	PA(PA)	
LEcon329_38:7	there	EX(EX)	there
LEcon329_38:8	were	VBD(VBD)	be
LEcon329_38:9	a	DT(DT)	a
LEcon329_38:10	lot	NN(NN)	lot
LEcon329_38:11	of	IN(IN)	of
LEcon329_38:12	people	NNS(NNS)	people
LEcon329_38:13	from	IN(IN)	from
LEcon329_38:14	the	DT(DT)	the
LEcon329_38:15	cars	NNS(NNS)	car
LEcon329_38:16	you	PP(DM)	you
LEcon329_38:17	know	VVP(DM)	know
LEcon329_38:18	_0	PA(PA)	
LEcon329_38:19	hh	BR(BR)	
LEcon329_38:20	with	IN(IN)	with
LEcon329_38:21	sirens	NNS(NNS)	siren
LEcon329_38:22	shouting	VVG(VVG)	shout
LEcon329_38:23	and	CC(CC)	and
LEcon329_38:24	we	PP(PP)	we
LEcon329_38:25	were	VBD(VBD)	be
LEcon329_38:26	no	RE(RE)	no
LEcon329_38:27	_0	PA(PA)	

LEcon329_39:1	yeah	RE(RE)	yeah

LEcon329_40:1	yeah	RE(RE)	yeah
LEcon329_40:2	yeah	RE(RE)	yeah
LEcon329_40:3	yeah	RE(RE)	yeah

LEcon329_41:1	we	PP(PP)	we
LEcon329_41:2	did	VVD(VVD)	do
LEcon329_41:3	n't	RB(RB)	not
LEcon329_41:4	know	VV(VV)	know
LEcon329_41:5	what	WP(WP)	what
LEcon329_41:6	's	VBS(VBS)	be
LEcon329_41:7	_0	PA(PA)	
LEcon329_41:8	what	WP(WP)	what
LEcon329_41:9	wa-	XX(XX)	

LEcon329_42:1	what	WP(WP)	what
LEcon329_42:2	was	VBD(VBD)	be
LEcon329_42:3	happening	VVG(VVG)	happen

LEcon329_43:1	what	WP(WP)	what
LEcon329_43:2	's	VHS(VHS)	have
LEcon329_43:3	happened	VVN(VVN)	happen

LEcon329_44:1	@@@	LA(LA)	

LEcon329_45:1	why	WRB(WRB)	why

LEcon329_46:1	@@@	LA(LA)	
LEcon329_46:2	@@@	LA(LA)	

LEcon329_47:1	the	DT(DT)	the
LEcon329_47:2	cause	NN(NN)	cause
LEcon329_47:3	the	DT(DT)	the
LEcon329_47:4	cause	NN(NN)	cause
LEcon329_47:5	_0	PA(PA)	

LEcon329_48:1	yeah	RE(RE)	yeah

LEcon329_49:1	yeah	RE(RE)	yeah
LEcon329_49:2	_1	PA(PA)	

LEcon329_50:1	the	DT(DT)	the
LEcon329_50:2	maltese	NP(NP)	maltese
LEcon329_50:3	love	NN(NN)	love
LEcon329_50:4	celebrating	VVG(VVG)	celebrate
LEcon329_50:5	you	PP(DM)	you
LEcon329_50:6	know	VVP(DM)	know

LEcon329_51:1	yeah	RE(RE)	yeah

LEcon329_52:1	i	PP(PP)	i
LEcon329_52:2	know	VVP(VVP)	know

LEcon329_53:1	whatever	WP(WP)	whatever
LEcon329_53:2	it	PP(PP)	it
LEcon329_53:3	is	VBZ(VBZ)	be
LEcon329_53:4	they	PP(PP)	they
LEcon329_53:5	're	VBP(VBP)	be
LEcon329_53:6	got	VVN(VVN)	get
LEcon329_53:7	in	IN(IN)	in
LEcon329_53:8	their	PP$(PP$)	they
LEcon329_53:9	car	NN(NN)	car
LEcon329_53:10	scooting	VVG(VVG)	scoot
LEcon329_53:11	it	PP(PP)	it
LEcon329_53:12	's	VBS(VBS)	be

LEcon329_54:1	yeah	RE(RE)	yeah
LEcon329_54:2	_2	PA(PA)	

LEcon329_55:1	i	PP(PP)	i
LEcon329_55:2	'm	VBP(VBP)	be
LEcon329_55:3	_2	PA(PA)	
LEcon329_55:4	what	WP(WP)	what
LEcon329_55:5	we	PP(PP)	we
LEcon329_55:6	'll	MD(MD)	will
LEcon329_55:7	try	VV(VV)	try
LEcon329_55:8	and	CC(CC)	and
LEcon329_55:9	do	VV(VV)	do
LEcon329_55:10	i	PP(PP)	i
LEcon329_55:11	will	MD(MD)	will
LEcon329_55:12	try	VV(VV)	try
LEcon329_55:13	and	CC(CC)	and
LEcon329_55:14	pass	VV(VV)	pass
LEcon329_55:15	you	PP(PP)	you
LEcon329_55:16	through	IN(IN)	through
LEcon329_55:17	_2	PA(PA)	
LEcon329_55:18	these	DT(DT)	these
LEcon329_55:19	are	VBP(VBP)	be
LEcon329_55:20	called	VVN(VVN)	call
LEcon329_55:21	the	DT(DT)	the
LEcon329_55:22	three	CD(CD)	three
LEcon329_55:23	villages	NNS(NNS)	village
LEcon329_55:24	_0	PA(PA)	

LEcon329_56:1	yes	RE(RE)	yes

LEcon329_57:1	there	EX(EX)	there
LEcon329_57:2	is	VBZ(VBZ)	be
LEcon329_57:3	_0	PA(PA)	
LEcon329_57:4	f_lija	FW(FW)	
LEcon329_57:5	f_balzan	FW(FW)	
LEcon329_57:6	and	CC(CC)	and
LEcon329_57:7	f_attard	FW(FW)	
LEcon329_57:8	_0	PA(PA)	
LEcon329_57:9	they	PP(PP)	they
LEcon329_57:10	are	VBP(VBP)	be
LEcon329_57:11	_0	PA(PA)	

LEcon329_58:1	aha	RE(RE)	aha
LEcon329_58:2	_0	PA(PA)	

LEcon329_59:1	so	DM(DM)	so
LEcon329_59:2	like	DM(DM)	like
LEcon329_59:3	there	EX(EX)	there
LEcon329_59:4	is	VBZ(VBP)	be
LEcon329_59:5	the	DT(DT)	the
LEcon329_59:6	three	CD(CD)	three
LEcon329_59:7	cities	NNS(NNS)	city
LEcon329_59:8	there	EX(EX)	there
LEcon329_59:9	are	VBP(VBP)	be
LEcon329_59:10	the	DT(DT)	the
LEcon329_59:11	three	CD(CD)	three
LEcon329_59:12	villages	NNS(NNS)	village
LEcon329_59:13	_0	PA(PA)	

LEcon329_60:1	yes	RE(RE)	yes

LEcon329_61:1	the	DT(DT)	the
LEcon329_61:2	three	CD(CD)	three
LEcon329_61:3	cities	NNS(NNS)	city
LEcon329_61:4	are	VBP(VBP)	be
LEcon329_61:5	_0	PA(PA)	

LEcon329_62:1	in	IN(IN)	in
LEcon329_62:2	the	DT(DT)	the
LEcon329_62:3	southern	JJ(JJ)	southern
LEcon329_62:4	part	NN(NN)	part

LEcon329_63:1	in	IN(IN)	in
LEcon329_63:2	the	DT(DT)	the
LEcon329_63:3	south	NN(NN)	south
LEcon329_63:4	of	IN(IN)	of
LEcon329_63:5	malta	NP(NP)	malta
LEcon329_63:6	_0	PA(PA)	

LEcon329_64:1	f_senglea	FW(FW)	

LEcon329_65:1	ah	UH(UH)	ah
LEcon329_65:2	_0	PA(PA)	

LEcon329_66:1	and	CC(CC)	and
LEcon329_66:2	they	PP(PP)	they
LEcon329_66:3	are	VBP(VBP)	be
LEcon329_66:4	very	RB(RB)	very
LEcon329_66:5	pretty	JJ(JJ)	pretty
LEcon329_66:6	_0	PA(PA)	

LEcon329_67:1	i	PP(DM)	i
LEcon329_67:2	see	VVP(DM)	see

LEcon329_68:1	very	RB(RB)	very
LEcon329_68:2	pretty	JJ(JJ)	pretty
LEcon329_68:3	_0	PA(PA)	
LEcon329_68:4	religious	JJ(JJ)	religious
LEcon329_68:5	they	PP(PP)	they
LEcon329_68:6	are	VBP(VBP)	be
LEcon329_68:7	very	RB(RB)	very
LEcon329_68:8	charming	JJ(JJ)	charming
LEcon329_68:9	and	CC(CC)	and
LEcon329_68:10	_0	PA(PA)	
LEcon329_68:11	we	PP(PP)	we
LEcon329_68:12	'll	MD(MD)	will
LEcon329_68:13	try	VV(VV)	try
LEcon329_68:14	and	CC(CC)	and
LEcon329_68:15	pass	VV(VV)	pass
LEcon329_68:16	_1	PA(PA)	
LEcon329_68:17	through	IN(IN)	through
LEcon329_68:18	them	PP(PP)	they
LEcon329_68:19	_0	PA(PA)	
LEcon329_68:20	so	DM(DM)/IN(IN)	so
LEcon329_68:21	you	PP(PP)	you
LEcon329_68:22	get	VVP(VVP)	get
LEcon329_68:23	an	DT(DT)	a
LEcon329_68:24	idea	NN(NN)	idea
LEcon329_68:25	of	IN(IN)	of
LEcon329_68:26	what	WP(WP)	what
LEcon329_68:27	it	PP(PP)	it
LEcon329_68:28	's	VBS(VBS)	be
LEcon329_68:29	all	DT(DT)	all
LEcon329_68:30	about	IN(IN)	about

LEcon329_69:1	aha	RE(RE)	aha

LEcon329_70:1	okay	RE(RE)	okay

LEcon329_71:1	so	DM(DM)	so
LEcon329_71:2	this	DT(DT)	this
LEcon329_71:3	is	VBZ(VBZ)	be
LEcon329_71:4	f_balzan	FW(FW)	
LEcon329_71:5	we	PP(PP)	we
LEcon329_71:6	are	VBP(VBP)	be
LEcon329_71:7	passing	VVG(VVG)	pass
LEcon329_71:8	through	IN(IN)	through
LEcon329_71:9	f_balzan	FW(FW)	
LEcon329_71:10	er	UH(UH)	er
LEcon329_71:11	one	CD(CD)	one
LEcon329_71:12	of	IN(IN)	of
LEcon329_71:13	the	DT(DT)	the
LEcon329_71:14	villages	NNS(NNS)	village

LEcon329_72:1	okay	RE(RE)	okay

LEcon329_73:1	and	CC(CC)	and
LEcon329_73:2	we	PP(PP)	we
LEcon329_73:3	are	VBP(VBP)	be
LEcon329_73:4	heading	VVG(VVG)	head
LEcon329_73:5	towards	IN(IN)	towards
LEcon329_73:6	er	UH(UH)	er
LEcon329_73:7	the	DT(DT)	the
LEcon329_73:8	south	NN(NN)	south

LEcon329_74:1	we	PP(PP)	we
LEcon329_74:2	are	VBP(VBP)	be
LEcon329_74:3	going	VVG(VVG)	go
LEcon329_74:4	towards	IN(IN)	towards
LEcon329_74:5	f_mdina	FW(FW)	
LEcon329_74:6	_0	PA(PA)	
LEcon329_74:7	we	PP(PP)	we
LEcon329_74:8	are	VBP(VBP)	be
LEcon329_74:9	going	VVG(VVG)	go
LEcon329_74:10	up	RB(RB)	up
LEcon329_74:11	north	RB(RB)	north
LEcon329_74:12	now	RB(RB)	now

LEcon329_75:1	towards	IN(IN)	towards
LEcon329_75:2	_0	PA(PA)	

LEcon329_76:1	oh	UH(UH)	oh
LEcon329_76:2	now	RB(RB)	now
LEcon329_76:3	it	PP(PP)	it
LEcon329_76:4	's	VBS(VBS)	be
LEcon329_76:5	the	DT(DT)	the
LEcon329_76:6	north	NN(NN)	north

LEcon329_77:1	yes	RE(RE)	yes
LEcon329_77:2	yes	RE(RE)	yes

LEcon329_78:1	f_mdina	FW(FW)	
LEcon329_78:2	is	VBZ(VBZ)	be
LEcon329_78:3	in	IN(IN)	in
LEcon329_78:4	_0	PA(PA)	

LEcon329_79:1	okay	RE(RE)	okay

LEcon329_80:1	oh	UH(UH)	oh
LEcon329_80:2	yes	RE(RE)	yes
LEcon329_80:3	north	JJ(JJ)/NN(NN)	north
LEcon329_80:4	center	NN(NN)	center
LEcon329_80:5	so	DM(DM)	so
LEcon329_80:6	_0	PA(PA)	

LEcon329_81:1	but	CC(CC)	but
LEcon329_81:2	f_mdina	FW(FW)	
LEcon329_81:3	is	VBZ(VBZ)	be
LEcon329_81:4	in	IN(IN)	in
LEcon329_81:5	the	DT(DT)	the
LEcon329_81:6	central	JJ(JJ)	central
LEcon329_81:7	part	NN(NN)	part
LEcon329_81:8	of	IN(IN)	of
LEcon329_81:9	_0	PA(PA)	
LEcon329_81:10	of	IN(IN)	of
LEcon329_81:11	the	DT(DT)	the
LEcon329_81:12	island	NN(NN)	island

LEcon329_82:1	mm	UH(UH)	mm
LEcon329_82:2	_0	PA(PA)	
LEcon329_82:3	yes	RE(RE)	yes
LEcon329_82:4	it	PP(PP)	it
LEcon329_82:5	's	VBS(VBS)	be
LEcon329_82:6	course	NN(NN)	course
LEcon329_82:7	so	DM(DM)	so
LEcon329_82:8	there	EX(EX)	there
LEcon329_82:9	there	EX(EX)	there
LEcon329_82:10	is	VBZ(VBZ)	be
LEcon329_82:11	north	JJ(JJ)/NN(NN)	north
LEcon329_82:12	really	RB(RB)	really
LEcon329_82:13	i	PP(PP)	i
LEcon329_82:14	was	VBD(VBD)	be
LEcon329_82:15	maybe	RB(RB)	maybe
LEcon329_82:16	center	NN(NN)	center
LEcon329_82:17	as	RB(RB)	as
LEcon329_82:18	well	RB(RB)	well
LEcon329_82:19	yes	RE(RE)	yes
LEcon329_82:20	i	PP(PP)	i
LEcon329_82:21	think	VVP(VVP)	think

LEcon329_83:1	@@	LA(LA)	

LEcon329_84:1	okay	RE(RE)	okay
LEcon329_84:2	_2	PA(PA)	
LEcon329_84:3	yes	RE(RE)	yes
LEcon329_84:4	_5	PA(PA)	
LEcon329_84:5	you	PP(PP)	you
LEcon329_84:6	know	VVP(VVP)	know
LEcon329_84:7	that	IN(IN)	that
LEcon329_84:8	er	UH(UH)	er
LEcon329_84:9	_0	PA(PA)	
LEcon329_84:10	serbia	NP(NP)	serbia
LEcon329_84:11	won	VVD(VVD)	win
LEcon329_84:12	this	DT(DT)	this
LEcon329_84:13	erm	UH(UH)	erm
LEcon329_84:14	_0	PA(PA)	
LEcon329_84:15	what	WP(WP)	what
LEcon329_84:16	's	VBS(VBS)	be
LEcon329_84:17	called	VVN(VVN)	call
LEcon329_84:18	_0	PA(PA)	
LEcon329_84:19	erm	UH(UH)	erm
LEcon329_84:20	_0	PA(PA)	
LEcon329_84:21	world	NN(NN)	world
LEcon329_84:22	championship	NN(NN)	championship
LEcon329_84:23	in	IN(IN)	in
LEcon329_84:24	basketball	NN(NN)	basketball
LEcon329_84:25	like	DM(DM)	like
LEcon329_84:26	three	CD(CD)	three
LEcon329_84:27	years	NNS(NNS)	year
LEcon329_84:28	ago	RB(RB)	ago

LEcon329_85:1	yes	RE(RE)	yes

LEcon329_86:1	right	DM(DM)	right
LEcon329_86:2	_0	PA(PA)	

LEcon329_87:1	and	CC(CC)	and
LEcon329_87:2	er	UH(UH)	er
LEcon329_87:3	there	EX(EX)	there
LEcon329_87:4	was	VBD(VBD)	be
LEcon329_87:5	a	DT(DT)	a
LEcon329_87:6	great	JJ(JJ)	great
LEcon329_87:7	celebration	NN(NN)	celebration
LEcon329_87:8	in	IN(IN)	in
LEcon329_87:9	belgrade	NP(NP)	belgrade
LEcon329_87:10	_0	PA(PA)	

LEcon329_88:1	yes	RE(RE)	yes

LEcon329_89:1	aha	RE(RE)	aha

LEcon329_90:1	because	IN(IN)	because
LEcon329_90:2	we	PP(PP)	we
LEcon329_90:3	_0	PA(PA)	
LEcon329_90:4	er	UH(UH)	er
LEcon329_90:5	_0	PA(PA)	
LEcon329_90:6	we	PP(PP)	we
LEcon329_90:7	played	VVD(VVD)	play
LEcon329_90:8	with	IN(IN)	with
LEcon329_90:9	er	UH(UH)	er
LEcon329_90:10	the	DT(DT)	the
LEcon329_90:11	united	NPS(NPS)	united
LEcon329_90:12	states	NPS(NPS)	state

LEcon329_91:1	aha	RE(RE)	aha

LEcon329_92:1	oh	UH(UH)	oh

LEcon329_93:1	and	CC(CC)	and
LEcon329_93:2	that	DT(DT)	that
LEcon329_93:3	was	VBD(VBD)	be
LEcon329_93:4	after	IN(IN)	after
LEcon329_93:5	the	DT(DT)	the
LEcon329_93:6	bombing	VVG(NN)	bomb/bombing
LEcon329_93:7	you	PP(DM)	you
LEcon329_93:8	know	VVP(DM)	know
LEcon329_93:9	and	CC(CC)	and
LEcon329_93:10	erm	UH(UH)	erm
LEcon329_93:11	_0	PA(PA)	
LEcon329_93:12	they	PP(PP)	they
LEcon329_93:13	led	VVD(VVD)	lead
LEcon329_93:14	er	UH(UH)	er
LEcon329_93:15	the	DT(DT)	the
LEcon329_93:16	nato	NP(NP)	nato
LEcon329_93:17	bombing	VVG(NN)	bomb/bombing
LEcon329_93:18	in	IN(IN)	in
LEcon329_93:19	nineteen	CD(CD)	nineteen
LEcon329_93:20	ninety-nine	CD(CD)	ninety-nine
LEcon329_93:21	_0	PA(PA)	
LEcon329_93:22	and	CC(CC)	and
LEcon329_93:23	we	PP(PP)	we
LEcon329_93:24	beat	VVD(VVD)	beat
LEcon329_93:25	them	PP(PP)	they
LEcon329_93:26	so	DM(DM)	so
LEcon329_93:27	we	PP(PP)	we
LEcon329_93:28	were	VBD(VBD)	be
LEcon329_93:29	so	RB(RB)	so
LEcon329_93:30	proud	JJ(JJ)	proud
LEcon329_93:31	_0	PA(PA)	

LEcon329_94:1	yeah	RE(RE)	yeah
LEcon329_94:2	oh	UH(UH)	oh

LEcon329_95:1	it	PP(PP)	it
LEcon329_95:2	was	VBD(VBD)	be
LEcon329_95:3	the	DT(DT)	the
LEcon329_95:4	sweetest	JJS(JJS)	sweet
LEcon329_95:5	victory	NN(NN)	victory
LEcon329_95:6	_0	PA(PA)	
LEcon329_95:7	and	CC(CC)	and

LEcon329_96:1	@@@	LA(LA)	

LEcon329_97:1	er	UH(UH)	er
LEcon329_97:2	_1	PA(PA)	
LEcon329_97:3	the	DT(DT)	the
LEcon329_97:4	game	NN(NN)	game
LEcon329_97:5	was	VBD(VBD)	be
LEcon329_97:6	played	VVN(VVN)	play
LEcon329_97:7	like	DM(DM)	like
LEcon329_97:8	like	DM(DM)	like
LEcon329_97:9	in	IN(IN)	in
LEcon329_97:10	_0	PA(PA)	
LEcon329_97:11	er	UH(UH)	er
LEcon329_97:12	four	CD(CD)	four
LEcon329_97:13	four	CD(CD)	four
LEcon329_97:14	o'clock	RB(RB)	o'clock
LEcon329_97:15	in	IN(IN)	in
LEcon329_97:16	the	DT(DT)	the
LEcon329_97:17	morning	NN(NN)	morning
LEcon329_97:18	and	CC(CC)	and
LEcon329_97:19	and	CC(CC)	and
LEcon329_97:20	half	NN(NN)	half
LEcon329_97:21	of	IN(IN)	of
LEcon329_97:22	serbia	NP(NP)	serbia
LEcon329_97:23	because	IN(IN)	because
LEcon329_97:24	of	IN(IN)	of
LEcon329_97:25	t-	XX(XX)	
LEcon329_97:26	the	DT(DT)	the
LEcon329_97:27	t-	XX(XX)	
LEcon329_97:28	t-	XX(XX)	
LEcon329_97:29	time	NN(NN)	time
LEcon329_97:30	span	NN(NN)	span
LEcon329_97:31	in	IN(IN)	in
LEcon329_97:32	america	NP(NP)	america
LEcon329_97:33	you	PP(DM)	you
LEcon329_97:34	know	VVP(DM)	know

LEcon329_98:1	ah	UH(UH)	ah

LEcon329_99:1	in	IN(IN)	in
LEcon329_99:2	the	DT(DT)	the
LEcon329_99:3	morning	NN(NN)	morning

