EDwgd5_1:1	environment	NN(NN)	environment
EDwgd5_15:4	for	IN(IN)	for
EDwgd5_15:5	me	PP(PP)	i

EDwgd5_16:1	ah	UH(UH)	ah

EDwgd5_17:1	but	CC(CC)	but
EDwgd5_17:2	_0	PA(PA)	
EDwgd5_17:3	we	PP(PP)	we
EDwgd5_17:4	have	VHP(VHP)	have
EDwgd5_17:5	to	TO(TO)	to
EDwgd5_17:6	talk	VV(VV)	talk
EDwgd5_17:7	er	UH(UH)	er
EDwgd5_17:8	_0	PA(PA)	
EDwgd5_17:9	forty	CD(CD)	forty
EDwgd5_17:10	minutes	NNS(NNS)	minute
EDwgd5_17:11	_1	PA(PA)	
EDwgd5_17:12	so	DM(DM)	so
EDwgd5_17:13	er	UH(UH)	er

EDwgd5_18:1	forty	CD(CD)	forty
EDwgd5_18:2	minutes	NNS(NNS)	minute
EDwgd5_18:3	yes	RE(RE)	yes
EDwgd5_18:4	so	DM(DM)	so
EDwgd5_18:5	i	PP(PP)	i
EDwgd5_18:6	am	VBP(VBP)	be
EDwgd5_18:7	aware	JJ(JJ)	aware

EDwgd5_19:1	so	DM(DM)	so
EDwgd5_19:2	i	PP(PP)	i
EDwgd5_19:3	have	VHP(VHP)	have
EDwgd5_19:4	to	TO(TO)	to
EDwgd5_19:5	talk	VV(VV)	talk
EDwgd5_19:6	ten	CD(CD)	ten
EDwgd5_19:7	minutes	NNS(NNS)	minute
EDwgd5_19:8	or	CC(CC)	or
EDwgd5_19:9	_2	PA(PA)	
EDwgd5_19:10	about	IN(IN)	about

EDwgd5_20:1	i	PP(PP)	i
EDwgd5_20:2	think	VVP(VVP)	think
EDwgd5_20:3	that	DT(DT)/IN(IN)	that

EDwgd5_21:1	common	JJ(JJ)	common
EDwgd5_21:2	foreign	JJ(JJ)	foreign
EDwgd5_21:3	security	NN(NN)	security
EDwgd5_21:4	policy	NN(NN)	policy
EDwgd5_21:5	we	PP(PP)	we
EDwgd5_21:6	have	VHP(VHP)	have
EDwgd5_21:7	to	TO(TO)	to
EDwgd5_21:8	talk	VV(VV)	talk
EDwgd5_21:9	ten	CD(CD)	ten
EDwgd5_21:10	minutes	NNS(NNS)	minute

EDwgd5_22:1	i	PP(PP)	i
EDwgd5_22:2	think	VVP(VVP)	think
EDwgd5_22:3	that	DT(DT)/IN(IN)	that

EDwgd5_23:1	no	RE(RE)	no
EDwgd5_23:2	_0	PA(PA)	
EDwgd5_23:3	i	PP(PP)	i
EDwgd5_23:4	think	VVP(VVP)	think
EDwgd5_23:5	that	DT(DT)	that
EDwgd5_23:6	is	VBZ(VBZ)	be
EDwgd5_23:7	the	DT(DT)	the
EDwgd5_23:8	major	JJ(JJ)	major
EDwgd5_23:9	part	NN(NN)	part
EDwgd5_23:10	_0	PA(PA)	
EDwgd5_23:11	in	IN(IN)	in
EDwgd5_23:12	fact	NN(NN)	fact
EDwgd5_23:13	hh	BR(BR)	
EDwgd5_23:14	_0	PA(PA)	
EDwgd5_23:15	because	IN(IN)	because
EDwgd5_23:16	if	IN(IN)	if
EDwgd5_23:17	you	PP(PP)	you
EDwgd5_23:18	want	VVP(VVP)	want
EDwgd5_23:19	to	TO(TO)	to
EDwgd5_23:20	show	VV(VV)	show
EDwgd5_23:21	someone	NN(NN)	someone
EDwgd5_23:22	that	IN(IN)	that
EDwgd5_23:23	it	PP(PP)	it
EDwgd5_23:24	is	VBZ(VBZ)	be
EDwgd5_23:25	a	DT(DT)	a
EDwgd5_23:26	political	JJ(JJ)	political
EDwgd5_23:27	player	NN(NN)	player
EDwgd5_23:28	_0	PA(PA)	
EDwgd5_23:29	it	PP(PP)	it
EDwgd5_23:30	_0	PA(PA)	
EDwgd5_23:31	has	VHZ(VHZ)	have
EDwgd5_23:32	to	TO(TO)	to
EDwgd5_23:33	do	VV(VV)	do
EDwgd5_23:34	with	IN(IN)	with
EDwgd5_23:35	_0	PA(PA)	
EDwgd5_23:36	our	PP$(PP$)	we
EDwgd5_23:37	foreign	JJ(JJ)	foreign
EDwgd5_23:38	policy	NN(NN)	policy

EDwgd5_24:1	so	DM(DM)	so
EDwgd5_24:2	we	PP(PP)	we
EDwgd5_24:3	can	MD(MD)	can
EDwgd5_24:4	do	VV(VV)	do
EDwgd5_24:5	that	DT(DT)	that
EDwgd5_24:6	i	PP(PP)	i
EDwgd5_24:7	i	PP(PP)	i
EDwgd5_24:8	talk	VVP(VVP)	talk
EDwgd5_24:9	about	IN(IN)	about
EDwgd5_24:10	histor-	XX(XX)	
EDwgd5_24:11	_0	PA(PA)	

EDwgd5_25:1	first	RB(RB)	first
EDwgd5_25:2	and	CC(CC)	and
EDwgd5_25:3	foremost	RB(RB)	foremost

EDwgd5_26:1	history	NN(NN)	history
EDwgd5_26:2	briefly	RB(RB)	briefly
EDwgd5_26:3	_0	PA(PA)	

EDwgd5_27:1	hh	BR(BR)	
EDwgd5_27:2	yeah	RE(RE)	yeah
EDwgd5_27:3	you	PP(PP)	you
EDwgd5_27:4	can	MD(MD)	can
EDwgd5_27:5	spend	VV(VV)	spend
EDwgd5_27:6	like	DM(DM)	like

EDwgd5_28:1	and	CC(CC)	and
EDwgd5_28:2	then	RB(RB)	then
EDwgd5_28:3	i	PP(PP)	i
EDwgd5_28:4	talk	VVP(VVP)	talk
EDwgd5_28:5	about	IN(IN)	about
EDwgd5_28:6	_0	PA(PA)	

EDwgd5_29:1	ten	CD(CD)	ten
EDwgd5_29:2	minutes	NNS(NNS)	minute
EDwgd5_29:3	for	IN(IN)	for
EDwgd5_29:4	history	NN(NN)	history
EDwgd5_29:5	and	CC(CC)	and
EDwgd5_29:6	then	RB(RB)	then
EDwgd5_29:7	hh	BR(BR)	
EDwgd5_29:8	ten	CD(CD)	ten
EDwgd5_29:9	minutes	NNS(NNS)	minute
EDwgd5_29:10	for	IN(IN)	for
EDwgd5_29:11	practical	JJ(JJ)	practical
EDwgd5_29:12	cases	NNS(NNS)	case

EDwgd5_30:1	hm	RE(RE)	hm

EDwgd5_31:1	hm	RE(RE)	hm

EDwgd5_32:1	that	DT(DT)	that
EDwgd5_32:2	will	MD(MD)	will
EDwgd5_32:3	be	VB(VB)	be
EDwgd5_32:4	nice	JJ(JJ)	nice
EDwgd5_32:5	_0	PA(PA)	

EDwgd5_33:1	so	DM(DM)	so
EDwgd5_33:2	i	PP(PP)	i
EDwgd5_33:3	have	VHP(VHP)	have
EDwgd5_33:4	to	TO(TO)	to
EDwgd5_33:5	speak	VV(VV)	speak
EDwgd5_33:6	twenty	CD(CD)	twenty
EDwgd5_33:7	minutes	NNS(NNS)	minute
EDwgd5_33:8	_1	PA(PA)	

EDwgd5_34:1	yeah	RE(RE)	yeah
EDwgd5_34:2	you	PP(PP)	you
EDwgd5_34:3	do	VVP(VVP)	do
EDwgd5_34:4	n't	RB(RB)	not
EDwgd5_34:5	have	VH(VH)	have
EDwgd5_34:6	to	TO(TO)	to
EDwgd5_34:7	x	UNI(UNI)	
EDwgd5_34:8	_0	PA(PA)	
EDwgd5_34:9	if	IN(IN)	if
EDwgd5_34:10	you	PP(PP)	you
EDwgd5_34:11	do	VVP(VVP)	do
EDwgd5_34:12	n't	RB(RB)	not
EDwgd5_34:13	want	VV(VV)	want
EDwgd5_34:14	to	TO(TO)	to
EDwgd5_34:15	speak	VV(VV)	speak
EDwgd5_34:16	er	UH(UH)	er
EDwgd5_34:17	someone	NN(NN)	someone
EDwgd5_34:18	else	RB(RB)	else
EDwgd5_34:19	will	MD(MD)	will
EDwgd5_34:20	speak	VV(VV)	speak

EDwgd5_35:1	no	RE(RE)	no
EDwgd5_35:2	_0	PA(PA)	
EDwgd5_35:3	i	PP(PP)	i
EDwgd5_35:4	just	RB(RB)	just
EDwgd5_35:5	wanted	VVD(VVD)	want
EDwgd5_35:6	to	TO(TO)	to
EDwgd5_35:7	divide	VV(VV)	divide
EDwgd5_35:8	it	PP(PP)	it
EDwgd5_35:9	like	DM(DM)	like
EDwgd5_35:10	i	PP(PP)	i
EDwgd5_35:11	i	PP(PP)	i
EDwgd5_35:12	talk	VVP(VVP)	talk
EDwgd5_35:13	about	IN(IN)	about
EDwgd5_35:14	history	NN(NN)	history
EDwgd5_35:15	and	CC(CC)	and
EDwgd5_35:16	you	PP(PP)	you
EDwgd5_35:17	talk	VVP(VVP)	talk
EDwgd5_35:18	_0	PA(PA)	

EDwgd5_36:1	yah	RE(RE)	yah

EDwgd5_37:1	hh	BR(BR)	
EDwgd5_37:2	and	CC(CC)	and
EDwgd5_37:3	i	PP(PP)	i
EDwgd5_37:4	'll	MD(MD)	will
EDwgd5_37:5	talk	VV(VV)	talk
EDwgd5_37:6	about	IN(IN)	about
EDwgd5_37:7	_0	PA(PA)	
EDwgd5_37:8	iraq	NP(NP)	iraq
EDwgd5_37:9	and	CC(CC)	and
EDwgd5_37:10	you	PP(PP)	you
EDwgd5_37:11	talk	VVP(VVP)	talk
EDwgd5_37:12	about	IN(IN)	about
EDwgd5_37:13	_0	PA(PA)	

EDwgd5_38:1	yeah	RE(RE)	yeah
EDwgd5_38:2	but	CC(CC)	but
EDwgd5_38:3	_0	PA(PA)	
EDwgd5_38:4	but	CC(CC)	but
EDwgd5_38:5	remember	VV(VV)	remember

EDwgd5_39:1	this	DT(DT)	this
EDwgd5_39:2	road	NN(NN)	road
EDwgd5_39:3	map	NN(NN)	map
EDwgd5_39:4	and	CC(CC)	and
EDwgd5_39:5	_1	PA(PA)	
EDwgd5_39:6	your	PP$(PP$)	you
EDwgd5_39:7	major	JJ(JJ)/NN(NN)	major

EDwgd5_40:1	yeah	RE(RE)	yeah
EDwgd5_40:2	but	CC(CC)	but
EDwgd5_40:3	remember	VV(VV)	remember
EDwgd5_40:4	that	IN(IN)	that
EDwgd5_40:5	we	PP(PP)	we
EDwgd5_40:6	have	VHP(VHP)	have
EDwgd5_40:7	only	RB(RB)	only
EDwgd5_40:8	_0	PA(PA)	
EDwgd5_40:9	the	DT(DT)	the
EDwgd5_40:10	main	JJ(JJ)	main
EDwgd5_40:11	thi-	XX(XX)	
EDwgd5_40:12	the	DT(DT)	the
EDwgd5_40:13	bes-	XX(XX)	
EDwgd5_40:14	the	DT(DT)	the
EDwgd5_40:15	best	JJS(JJS)	good
EDwgd5_40:16	solution	NN(NN)	solution
EDwgd5_40:17	will	MD(MD)	will
EDwgd5_40:18	be	VB(VB)	be
EDwgd5_40:19	we	PP(PP)	we
EDwgd5_40:20	have	VHP(VHP)	have
EDwgd5_40:21	only	RB(RB)	only

EDwgd5_41:1	mhm	RE(RE)	mhm

EDwgd5_42:1	two	CD(CD)	two
EDwgd5_42:2	speakers	NNS(NNS)	speaker

EDwgd5_43:1	mhm	RE(RE)	mhm

EDwgd5_44:1	mhm	RE(RE)	mhm

EDwgd5_45:1	not	RB(RB)	not
EDwgd5_45:2	more	JJR(JJR)	more

EDwgd5_46:1	so	DM(DM)	so

EDwgd5_47:1	you	PP(PP)	you
EDwgd5_47:2	want	VVP(VVP)	want
EDwgd5_47:3	to	TO(TO)	to
EDwgd5_47:4	have	VH(VH)	have
EDwgd5_47:5	two	CD(CD)	two
EDwgd5_47:6	speakers	NNS(NNS)	speaker

EDwgd5_48:1	yes	RE(RE)	yes

EDwgd5_49:1	mhm	RE(RE)	mhm

EDwgd5_50:1	yah	RE(RE)	yah

EDwgd5_51:1	so	DM(DM)	so
EDwgd5_51:2	i	PP(PP)	i
EDwgd5_51:3	do	VVP(VVP)	do
EDwgd5_51:4	n't	RB(RB)	not
EDwgd5_51:5	mind	VV(VV)	mind
EDwgd5_51:6	really	RB(RB)	really

EDwgd5_52:1	i	PP(PP)	i
EDwgd5_52:2	think	VVP(VVP)	think
EDwgd5_52:3	it	PP(PP)	it
EDwgd5_52:4	would	MD(MD)	will
EDwgd5_52:5	be	VB(VB)	be
EDwgd5_52:6	more	RBR(RBR)	more
EDwgd5_52:7	practical	JJ(JJ)	practical
EDwgd5_52:8	_1	PA(PA)	
EDwgd5_52:9	like	DM(DM)/IN(IN)	like
EDwgd5_52:10	_1	PA(PA)	
EDwgd5_52:11	so	DM(DM)	so
EDwgd5_52:12	_0	PA(PA)	
EDwgd5_52:13	and	CC(CC)	and
EDwgd5_52:14	then	RB(RB)	then
EDwgd5_52:15	we	PP(PP)	we
EDwgd5_52:16	have	VHP(VHP)	have
EDwgd5_52:17	this	DT(DT)	this
EDwgd5_52:18	humanitarian	JJ(JJ)	humanitarian
EDwgd5_52:19	aid	NN(NN)	aid
EDwgd5_52:20	_0	PA(PA)	
EDwgd5_52:21	er	UH(UH)	er
EDwgd5_52:22	health	NN(NN)	health
EDwgd5_52:23	problems	NNS(NNS)	problem
EDwgd5_52:24	and	CC(CC)	and
EDwgd5_52:25	mass	NN(NN)	mass
EDwgd5_52:26	migration	NN(NN)	migration
EDwgd5_52:27	and	CC(CC)	and
EDwgd5_52:28	refugee	NN(NN)	refugee
EDwgd5_52:29	movement	NN(NN)	movement
EDwgd5_52:30	hh	BR(BR)	
EDwgd5_52:31	under	IN(IN)	under
EDwgd5_52:32	_0	PA(PA)	
EDwgd5_52:33	like	DM(DM)	like
EDwgd5_52:34	er	UH(UH)	er
EDwgd5_52:35	one	CD(CD)	one
EDwgd5_52:36	_0	PA(PA)	
EDwgd5_52:37	of	IN(IN)	of
EDwgd5_52:38	the	DT(DT)	the
EDwgd5_52:39	arguments	NNS(NNS)	argument
EDwgd5_52:40	i	PP(PP)	i
EDwgd5_52:41	guess	VVP(VVP)	guess
EDwgd5_52:42	it	PP(PP)	it
EDwgd5_52:43	will	MD(MD)	will
EDwgd5_52:44	the	DT(DT)	the
EDwgd5_52:45	third	JJ(JJ)	third
EDwgd5_52:46	_0	PA(PA)	
EDwgd5_52:47	argument	NN(NN)	argument

EDwgd5_53:1	now	RB(RB)	now
EDwgd5_53:2	_0	PA(PA)	

EDwgd5_54:1	i	PP(PP)	i
EDwgd5_54:2	just	RB(RB)	just
EDwgd5_54:3	worry	VVP(VVP)	worry
EDwgd5_54:4	with	IN(IN)	with
EDwgd5_54:5	doing	VVG(VVG)	do
EDwgd5_54:6	hh	BR(BR)	
EDwgd5_54:7	_0	PA(PA)	
EDwgd5_54:8	with	IN(IN)	with
EDwgd5_54:9	focusing	VVG(VVG)	focus
EDwgd5_54:10	too	RB(RB)	too
EDwgd5_54:11	much	JJ(JJ)	much
EDwgd5_54:12	on	IN(IN)	on
EDwgd5_54:13	that	DT(DT)	that
EDwgd5_54:14	_0	PA(PA)	
EDwgd5_54:15	i	PP(DM)	i
EDwgd5_54:16	mean	VVP(DM)	mean
EDwgd5_54:17	_0	PA(PA)	
EDwgd5_54:18	that	DT(DT)	that
EDwgd5_54:19	really	RB(RB)	really
EDwgd5_54:20	does	VVZ(VVZ)	do
EDwgd5_54:21	n't	RB(RB)	not
EDwgd5_54:22	show	VV(VV)	show
EDwgd5_54:23	hh	BR(BR)	
EDwgd5_54:24	_1	PA(PA)	
EDwgd5_54:25	the	DT(DT)	the
EDwgd5_54:26	s_eu	NP(NP)	s_eu
EDwgd5_54:27	is	VBZ(VBZ)	be
EDwgd5_54:28	being	VBG(VBG)	be
EDwgd5_54:29	a	DT(DT)	a
EDwgd5_54:30	global	JJ(JJ)	global
EDwgd5_54:31	power	NN(NN)	power
EDwgd5_54:32	_0	PA(PA)	

EDwgd5_55:1	mhm	RE(RE)	mhm

EDwgd5_56:1	erm	UH(UH)	erm

EDwgd5_57:1	so	DM(DM)	so
EDwgd5_57:2	what	WP(WP)	what
EDwgd5_57:3	do	VVP(VVP)	do
EDwgd5_57:4	you	PP(PP)	you
EDwgd5_57:5	offer	VV(VV)	offer
EDwgd5_57:6	_0	PA(PA)	

EDwgd5_58:1	what	WP(WP)	what

EDwgd5_59:1	the	DT(DT)	the
EDwgd5_59:2	humani-	XX(XX)	
EDwgd5_59:3	-tarian	XX(XX)	
EDwgd5_59:4	thing	NN(NN)	thing
EDwgd5_59:5	_1	PA(PA)	

EDwgd5_60:1	i	PP(PP)	i
EDwgd5_60:2	'm	VBP(VBP)	be
EDwgd5_60:3	talking	VVG(VVG)	talk
EDwgd5_60:4	about	IN(IN)	about
EDwgd5_60:5	immigration	NN(NN)	immigration
EDwgd5_60:6	_0	PA(PA)	
EDwgd5_60:7	and	CC(CC)	and
EDwgd5_60:8	such	DT(DT)	such
EDwgd5_60:9	_1	PA(PA)	

EDwgd5_61:1	okay	RE(RE)	okay
EDwgd5_61:2	yah	RE(RE)	yah

EDwgd5_62:1	because	IN(IN)	because
EDwgd5_62:2	that	DT(DT)	that
EDwgd5_62:3	's	VBS(VBS)	be
EDwgd5_62:4	more	JJR(JJR)	more
EDwgd5_62:5	of	IN(IN)	of
EDwgd5_62:6	an	DT(DT)	a
EDwgd5_62:7	internal	JJ(JJ)	internal
EDwgd5_62:8	_0	PA(PA)	
EDwgd5_62:9	rather	RB(RB)	rather
EDwgd5_62:10	than	IN(IN)	than
EDwgd5_62:11	an	DT(DT)	a
EDwgd5_62:12	external	JJ(JJ)	external
EDwgd5_62:13	so	DM(DM)/RB(RB)	so
EDwgd5_62:14	much	JJ(JJ)	much
EDwgd5_62:15	_1	PA(PA)	

EDwgd5_63:1	yah	RE(RE)	yah

EDwgd5_64:1	mhm	RE(RE)	mhm

EDwgd5_65:1	i	PP(DM)	i
EDwgd5_65:2	mean	VVP(DM)	mean
EDwgd5_65:3	that	DT(DT)	that
EDwgd5_65:4	's	VBS(VBS)	be
EDwgd5_65:5	my	PP$(PP$)	i
EDwgd5_65:6	viewpoint	NN(NN)	viewpoint
EDwgd5_65:7	of	IN(IN)	of
EDwgd5_65:8	it	PP(PP)	it
EDwgd5_65:9	at	RB(RB)	at
EDwgd5_65:10	least	RB(RB)	least
EDwgd5_65:11	_1	PA(PA)	
EDwgd5_65:12	i	PP(PP)	i
EDwgd5_65:13	think	VVP(VVP)	think
EDwgd5_65:14	_0	PA(PA)	
EDwgd5_65:15	there	EX(EX)	there
EDwgd5_65:16	is	VBZ(VBZ)	be
EDwgd5_65:17	_0	PA(PA)	
EDwgd5_65:18	some	DT(DT)	some
EDwgd5_65:19	erm	UH(UH)	erm
EDwgd5_65:20	clear	JJ(JJ)	clear
EDwgd5_65:21	implication	NN(NN)	implication
EDwgd5_65:22	within	IN(IN)	within
EDwgd5_65:23	_0	PA(PA)	
EDwgd5_65:24	the	DT(DT)	the
EDwgd5_65:25	_1	PA(PA)	
EDwgd5_65:26	humanitarian	JJ(JJ)	humanitarian
EDwgd5_65:27	aid	NN(NN)	aid

EDwgd5_66:1	hm	RE(RE)	hm

EDwgd5_67:1	and	CC(CC)	and
EDwgd5_67:2	so	RB(RB)	so
EDwgd5_67:3	much	JJ(JJ)	much
EDwgd5_67:4	as	IN(IN)	as
EDwgd5_67:5	they	PP(PP)	they
EDwgd5_67:6	've	VHP(VHP)	have
EDwgd5_67:7	_0	PA(PA)	
EDwgd5_67:8	tried	VVN(VVN)	try
EDwgd5_67:9	to	TO(TO)	to
EDwgd5_67:10	use	VV(VV)	use
EDwgd5_67:11	it	PP(PP)	it
EDwgd5_67:12	for	IN(IN)	for
EDwgd5_67:13	diplomacy	NN(NN)	diplomacy
EDwgd5_67:14	_0	PA(PA)	
EDwgd5_67:15	xxx	UNI(UNI)	
EDwgd5_67:16	_0	PA(PA)	
EDwgd5_67:17	hh	BR(BR)	
EDwgd5_67:18	but	CC(CC)	but
EDwgd5_67:19	_2	PA(PA)	
EDwgd5_67:20	i	PP(PP)	i
EDwgd5_67:21	think	VVP(VVP)	think
EDwgd5_67:22	focusing	VVG(VVG)	focus
EDwgd5_67:23	too	RB(RB)	too
EDwgd5_67:24	much	RB(RB)	much
EDwgd5_67:25	on	IN(IN)	on
EDwgd5_67:26	that	DT(DT)	that
EDwgd5_67:27	_1	PA(PA)	
EDwgd5_67:28	it	PP(PP)	it
EDwgd5_67:29	kind	RB(RB)	kind
EDwgd5_67:30	of	RB(RB)	of
EDwgd5_67:31	takes	VVZ(VVZ)	take
EDwgd5_67:32	away	RB(RB)	away
EDwgd5_67:33	from	IN(IN)	from
EDwgd5_67:34	what	WP(WP)	what
EDwgd5_67:35	we	PP(PP)	we
EDwgd5_67:36	're	VBP(VBP)	be
EDwgd5_67:37	actually	RB(RB)	actually
EDwgd5_67:38	trying	VVG(VVG)	try
EDwgd5_67:39	to	TO(TO)	to
EDwgd5_67:40	accomplish	VV(VV)	accomplish
EDwgd5_67:41	_1	PA(PA)	

EDwgd5_68:1	hm	RE(RE)	hm
EDwgd5_68:2	_1	PA(PA)	
EDwgd5_68:3	hh	BR(BR)	
EDwgd5_68:4	so	DM(DM)	so
EDwgd5_68:5	we	PP(PP)	we
EDwgd5_68:6	can	MD(MD)	can
EDwgd5_68:7	_0	PA(PA)	
EDwgd5_68:8	we	PP(PP)	we
EDwgd5_68:9	can	MD(MD)	can
EDwgd5_68:10	er	UH(UH)	er
EDwgd5_68:11	not	RB(RB)	not
EDwgd5_68:12	focus	VV(VV)	focus
EDwgd5_68:13	specifically	RB(RB)	specifically
EDwgd5_68:14	on	IN(IN)	on
EDwgd5_68:15	that	DT(DT)	that
EDwgd5_68:16	we	PP(PP)	we
EDwgd5_68:17	have	VHP(VHP)	have
EDwgd5_68:18	to	TO(TO)	to
EDwgd5_68:19	mention	VV(VV)	mention
EDwgd5_68:20	it	PP(PP)	it
EDwgd5_68:21	like	DM(DM)	like
EDwgd5_68:22	ten	CD(CD)	ten
EDwgd5_68:23	minutes	NNS(NNS)	minute
EDwgd5_68:24	for	IN(IN)	for
EDwgd5_68:25	all	DT(DT)	all
EDwgd5_68:26	three	CD(CD)	three
EDwgd5_68:27	of	IN(IN)	of
EDwgd5_68:28	them	PP(PP)	they
EDwgd5_68:29	_0	PA(PA)	
EDwgd5_68:30	hh	BR(BR)	

EDwgd5_69:1	hm	RE(RE)	hm

EDwgd5_70:1	yah	RE(RE)	yah

EDwgd5_71:1	like	DM(DM)	like
EDwgd5_71:2	heal-	XX(XX)	
EDwgd5_71:3	_0	PA(PA)	
EDwgd5_71:4	health	NN(NN)	health
EDwgd5_71:5	problems	NNS(NNS)	problem
EDwgd5_71:6	humanitarian	JJ(JJ)	humanitarian
EDwgd5_71:7	and	CC(CC)	and
EDwgd5_71:8	_0	PA(PA)	
EDwgd5_71:9	migration	NN(NN)	migration
EDwgd5_71:10	and	CC(CC)	and
EDwgd5_71:11	refugee	NN(NN)/NN(NNS)	refugee
EDwgd5_71:12	hh	BR(BR)	
EDwgd5_71:13	like	DM(DM)	like
EDwgd5_71:14	ten	CD(CD)	ten
EDwgd5_71:15	fifteen	CD(CD)	fifteen
EDwgd5_71:16	minutes	NNS(NNS)	minute
EDwgd5_71:17	not	RB(RB)	not
EDwgd5_71:18	more	JJR(JJR)	more
EDwgd5_71:19	hh	BR(BR)	
EDwgd5_71:20	so	DM(DM)	so
EDwgd5_71:21	our	PP$(PP$)	we
EDwgd5_71:22	our	PP$(PP$)	we
EDwgd5_71:23	major	JJ(JJ)	major
EDwgd5_71:24	x	UNI(UNI)	
EDwgd5_71:25	_0	PA(PA)	

EDwgd5_72:1	mhm	RE(RE)	mhm

EDwgd5_73:1	major	JJ(JJ)	major
EDwgd5_73:2	attention	NN(NN)	attention
EDwgd5_73:3	will	MD(MD)	will
