PBmtg300_1:1	starting	VVG(VVG)	start
PBmtg300_12:1	ah	UH(UH)	ah
PBmtg300_12:2	soccer	NN(NN)	soccer
PBmtg300_12:3	soccer	NN(NN)	soccer
PBmtg300_12:4	's	VBS(VBS)	be
PBmtg300_12:5	not	RB(RB)	not
PBmtg300_12:6	a	DT(DT)	a
PBmtg300_12:7	very	RB(RB)	very
PBmtg300_12:8	good	JJ(JJ)	good
PBmtg300_12:9	point	NN(NN)	point
PBmtg300_12:10	now	RB(RB)	now
PBmtg300_12:11	at	IN(IN)	at
PBmtg300_12:12	the	DT(DT)	the
PBmtg300_12:13	moment	NN(NN)	moment
PBmtg300_12:14	in	IN(IN)	in
PBmtg300_12:15	holland	NP(NP)	holland
PBmtg300_12:16	it	PP(PP)	it
PBmtg300_12:17	's	VBS(VBS)	be
PBmtg300_12:18	er	UH(UH)	er

PBmtg300_13:1	why	WRB(WRB)	why
PBmtg300_13:2	not	RB(RB)	not

PBmtg300_14:1	@@	LA(LA)	
PBmtg300_14:2	@@	LA(LA)	
PBmtg300_14:3	@@	LA(LA)	

PBmtg300_15:1	uh	UH(UH)	uh
PBmtg300_15:2	hh	BR(BR)	

PBmtg300_16:1	hey	FI(FI)	hey
PBmtg300_16:2	come	VV(VV)	come
PBmtg300_16:3	on	RP(RP)	on
PBmtg300_16:4	you	PP(PP)	you
PBmtg300_16:5	have	VHP(VHP)	have
PBmtg300_16:6	no	DT(DT)/RE(RE)	no
PBmtg300_16:7	_0	PA(PA)	

PBmtg300_17:1	a_[S1]	NP(NP)	

PBmtg300_18:1	er	UH(UH)	er
PBmtg300_18:2	i	PP(PP)	i
PBmtg300_18:3	i	PP(PP)	i
PBmtg300_18:4	'm	VBP(VBP)	be
PBmtg300_18:5	still	RB(RB)	still
PBmtg300_18:6	working	VVG(VVG)	work
PBmtg300_18:7	on	IN(IN)	on
PBmtg300_18:8	on	IN(IN)	on
PBmtg300_18:9	that	DT(DT)	that
PBmtg300_18:10	one	NN(NN)	one
PBmtg300_18:11	with	IN(IN)	with
PBmtg300_18:12	next	JJ(JJ)	next
PBmtg300_18:13	meeting	VVG(NN)	meet/meeting
PBmtg300_18:14	i	PP(PP)	i
PBmtg300_18:15	somebody	NN(NN)	somebody
PBmtg300_18:16	from	IN(IN)	from
PBmtg300_18:17	czech	NP(NP)	czech
PBmtg300_18:18	republic	NP(NP)	republic
PBmtg300_18:19	here	RB(RB)	here
PBmtg300_18:20	_0	PA(PA)	

PBmtg300_19:1	mhm	RE(RE)	mhm

PBmtg300_20:1	as	IN(IN)	as
PBmtg300_20:2	your	PP$(PP$)	you
PBmtg300_20:3	new	JJ(JJ)	new
PBmtg300_20:4	best	JJS(JJS)	good
PBmtg300_20:5	friends	NNS(NNS)	friend
PBmtg300_20:6	in	IN(IN)	in
PBmtg300_20:7	holland	NP(NP)	holland
PBmtg300_20:8	@@@@	LA(LA)	
PBmtg300_20:9	@@@@	LA(LA)	
PBmtg300_20:10	we	PP(PP)	we
PBmtg300_20:11	germans	NPS(NPS)	german
PBmtg300_20:12	go	VVP(VVP)	go
PBmtg300_20:13	out	RB(RB)	out
PBmtg300_20:14	huh	UH(UH)	huh
PBmtg300_20:15	@@@	LA(LA)	
PBmtg300_20:16	_0	PA(PA)	

PBmtg300_21:1	@@@@	LA(LA)	

PBmtg300_22:1	@@	LA(LA)	
PBmtg300_22:2	yeah	RE(RE)	yeah

PBmtg300_23:1	yeah	RE(RE)	yeah
PBmtg300_23:2	well	DM(DM)	well
PBmtg300_23:3	especially	RB(RB)	especially
PBmtg300_23:4	with	IN(IN)	with
PBmtg300_23:5	ajax	NP(NP)	ajax
PBmtg300_23:6	_0	PA(PA)	
PBmtg300_23:7	uh	UH(UH)	uh

PBmtg300_24:1	uh	UH(UH)	uh
PBmtg300_24:2	@@@@	LA(LA)	

PBmtg300_25:1	in	IN(IN)	in
PBmtg300_25:2	two	CD(CD)	two
PBmtg300_25:3	weeks	NNS(NNS)	week
PBmtg300_25:4	we	PP(PP)	we
PBmtg300_25:5	lost	VVD(VVD)	lose
PBmtg300_25:6	_0	PA(PA)	
PBmtg300_25:7	champions	NNS(NNS)	champion
PBmtg300_25:8	league	NN(NN)	league
PBmtg300_25:9	and	CC(CC)	and
PBmtg300_25:10	say	VV(VV)	say
PBmtg300_25:11	the	DT(DT)	the
PBmtg300_25:12	the	DT(DT)	the
PBmtg300_25:13	local	JJ(JJ)	local
PBmtg300_25:14	_0	PA(PA)	
PBmtg300_25:15	champions	NNS(NNS)	champion
PBmtg300_25:16	league	NN(NN)	league
PBmtg300_25:17	er	UH(UH)	er
PBmtg300_25:18	concerning	IN(IN)	concerning
PBmtg300_25:19	er	UH(UH)	er
PBmtg300_25:20	_0	PA(PA)	
PBmtg300_25:21	know	V(V)	know
PBmtg300_25:22	the	DT(DT)	the
PBmtg300_25:23	trophy	NN(NN)	trophy
PBmtg300_25:24	but	CC(CC)	but
PBmtg300_25:25	er	UH(UH)	er
PBmtg300_25:26	_0	PA(PA)	
PBmtg300_25:27	er	UH(UH)	er
PBmtg300_25:28	it	PP(PP)	it
PBmtg300_25:29	's	VBS(VBS)	be
PBmtg300_25:30	not	RB(RB)	not
PBmtg300_25:31	the	DT(DT)	the
PBmtg300_25:32	_0	PA(PA)	
PBmtg300_25:33	the	DT(DT)	the
PBmtg300_25:34	only	JJ(JJ)	only
PBmtg300_25:35	thing	NN(NN)	thing
PBmtg300_25:36	which	PRE(PRE)	which
PBmtg300_25:37	is	VBZ(VBZ)	be
PBmtg300_25:38	left	RB(RB)	left
PBmtg300_25:39	is	VBZ(VBZ)	be
PBmtg300_25:40	actually	RB(RB)	actually
PBmtg300_25:41	er	UH(UH)	er
PBmtg300_25:42	_0	PA(PA)	
PBmtg300_25:43	there	EX(EX)	there
PBmtg300_25:44	are	VBP(VBP)	be
PBmtg300_25:45	championships	NNS(NNS)	championship
PBmtg300_25:46	say	VV(VV)	say
PBmtg300_25:47	for	IN(IN)	for
PBmtg300_25:48	the	DT(DT)	the
PBmtg300_25:49	dutch	JJ(JJ)	dutch
PBmtg300_25:50	_0	PA(PA)	
PBmtg300_25:51	league	NN(NN)	league
PBmtg300_25:52	er	UH(UH)	er
PBmtg300_25:53	that	DT(DT)	that
PBmtg300_25:54	's	VBS(VBS)	be
PBmtg300_25:55	the	DT(DT)	the
PBmtg300_25:56	only	JJ(JJ)	only
PBmtg300_25:57	thing	NN(NN)	thing
PBmtg300_25:58	they	PP(PP)	they
PBmtg300_25:59	have	VHP(VHP)	have
PBmtg300_25:60	_0	PA(PA)	

PBmtg300_26:1	@@	LA(LA)	
PBmtg300_26:2	@	LA(LA)	

PBmtg300_27:1	but	CC(CC)	but
PBmtg300_27:2	if	IN(IN)	if
PBmtg300_27:3	you	PP(PP)	you
PBmtg300_27:4	can	MD(MD)	can
PBmtg300_27:5	imagine	VV(VV)	imagine
PBmtg300_27:6	we	PP(PP)	we
PBmtg300_27:7	had	VHD(VHD)	have
PBmtg300_27:8	last	JJ(JJ)	last
PBmtg300_27:9	year	NN(NN)	year

PBmtg300_28:1	which	PRE(PRE)	which
PBmtg300_28:2	which	PRE(PRE)	which
PBmtg300_28:3	they	PP(PP)	they
PBmtg300_28:4	will	MD(MD)	will
PBmtg300_28:5	not	RB(RB)	not
PBmtg300_28:6	win	VV(VV)	win
PBmtg300_28:7	as	RB(RB)	as
PBmtg300_28:8	well	RB(RB)	well

PBmtg300_29:1	yeah	RE(RE)	yeah
PBmtg300_29:2	hh	BR(BR)	

PBmtg300_30:1	@@@@@	LA(LA)	

PBmtg300_31:1	that	DT(DT)	that
PBmtg300_31:2	's	VBS(VBS)	be
PBmtg300_31:3	that	DT(DT)	that
PBmtg300_31:4	's	VBS(VBS)	be
PBmtg300_31:5	a	DT(DT)	a
PBmtg300_31:6	shame	NN(NN)	shame

PBmtg300_32:1	@@	LA(LA)	
PBmtg300_32:2	it	PP(PP)	it
PBmtg300_32:3	is	VBZ(VBZ)	be
PBmtg300_32:4	_0	PA(PA)	

PBmtg300_33:1	it	PP(PP)	it
PBmtg300_33:2	saves	VVZ(VVZ)	save
PBmtg300_33:3	us	PP(PP)	we
PBmtg300_33:4	a	DT(DT)	a
PBmtg300_33:5	lot	NN(NN)	lot
PBmtg300_33:6	of	IN(IN)	of
PBmtg300_33:7	money	NN(NN)	money
PBmtg300_33:8	on	IN(IN)	on
PBmtg300_33:9	the	DT(DT)	the
PBmtg300_33:10	xx	UNI(UNI)	

PBmtg300_34:1	@@	LA(LA)	

PBmtg300_35:1	because	IN(IN)	because
PBmtg300_35:2	@@	LA(LA)	

PBmtg300_36:1	@@	LA(LA)	

PBmtg300_37:1	@@@@	LA(LA)	
PBmtg300_37:2	@@@	LA(LA)	
PBmtg300_37:3	@@@	LA(LA)	
PBmtg300_37:4	hh	BR(BR)	
PBmtg300_37:5	@@	LA(LA)	
PBmtg300_37:6	yeah	RE(RE)	yeah
PBmtg300_37:7	there	EX(EX)	there
PBmtg300_37:8	's	VBS(VBS)	be
PBmtg300_37:9	something	NN(NN)	something
PBmtg300_37:10	behind	RB(RB)	behind
PBmtg300_37:11	_0	PA(PA)	

PBmtg300_38:1	@@	LA(LA)	

PBmtg300_39:1	yeah	RE(RE)	yeah

PBmtg300_40:1	hh	BR(BR)	
PBmtg300_40:2	a_[S2]	NP(NP)	
PBmtg300_40:3	you	PP(PP)	you
PBmtg300_40:4	like	VVP(VVP)	like
PBmtg300_40:5	to	TO(TO)	to
PBmtg300_40:6	have	VH(VH)	have
PBmtg300_40:7	coffee	NN(NN)	coffee
PBmtg300_40:8	or	CC(CC)	or
PBmtg300_40:9	er	UH(UH)	er
PBmtg300_40:10	something	NN(NN)	something
PBmtg300_40:11	else	RB(RB)	else
PBmtg300_40:12	to	TO(TO)	to
PBmtg300_40:13	drink	VV(VV)	drink
PBmtg300_40:14	_0	PA(PA)	

PBmtg300_41:1	er	UH(UH)	er
PBmtg300_41:2	something	NN(NN)	something
PBmtg300_41:3	coffee	NN(NN)	coffee
PBmtg300_41:4	_2	PA(PA)	

PBmtg300_42:1	okay	RE(RE)	okay
PBmtg300_42:2	then	RB(RB)	then
PBmtg300_42:3	you	PP(PP)	you
PBmtg300_42:4	know	VVP(VVP)	know
PBmtg300_42:5	this	DT(DT)	this
PBmtg300_42:6	system	NN(NN)	system
PBmtg300_42:7	_0	PA(PA)	
PBmtg300_42:8	already	RB(RB)	already
PBmtg300_42:9	i	PP(PP)	i
PBmtg300_42:10	think	VVP(VVP)	think
PBmtg300_42:11	@	LA(LA)	
PBmtg300_42:12	@@@@	LA(LA)	
PBmtg300_42:13	hh	BR(BR)	
PBmtg300_42:14	_3	PA(PA)	

PBmtg300_43:1	yes	RE(RE)	yes
PBmtg300_43:2	yes	RE(RE)	yes

PBmtg300_44:1	@@@	LA(LA)	

PBmtg300_45:1	no	RE(RE)	no
PBmtg300_45:2	it	PP(PP)	it
PBmtg300_45:3	's	VBS(VBS)	be
PBmtg300_45:4	really	RB(RB)	really
PBmtg300_45:5	in	IN(IN)	in
PBmtg300_45:6	a	DT(DT)	a
PBmtg300_45:7	_0	PA(PA)	
PBmtg300_45:8	very	RB(RB)	very
PBmtg300_45:9	nice	JJ(JJ)	nice
PBmtg300_45:10	flight	NN(NN)	flight
PBmtg300_45:11	_4	PA(PA)	
PBmtg300_45:12	when	WRB(WRB)	when
PBmtg300_45:13	it	PP(PP)	it
PBmtg300_45:14	came	VVD(VVD)	come
PBmtg300_45:15	in	IN(IN)	in
PBmtg300_45:16	like	IN(IN)	like
PBmtg300_45:17	this	DT(DT)	this
PBmtg300_45:18	_1	PA(PA)	
PBmtg300_45:19	o_ww:	ONO(ONO)	
PBmtg300_45:20	o_ww:	ONO(ONO)	

PBmtg300_46:1	ooph	UH(UH)	ooph
PBmtg300_46:2	especially	RB(RB)	especially
PBmtg300_46:3	what	WP(WP)	what
PBmtg300_46:4	was	VBD(VBD)	be
PBmtg300_46:5	it	PP(PP)	it
PBmtg300_46:6	the	DT(DT)	the
PBmtg300_46:7	the	DT(DT)	the
PBmtg300_46:8	fokker	NP(NP)	fokker
PBmtg300_46:9	er	UH(UH)	er

PBmtg300_47:1	fokker	NP(NP)	fokker
PBmtg300_47:2	fifty	NP(NP)	fifty

PBmtg300_48:1	i	PP(PP)	i
PBmtg300_48:2	er	UH(UH)	er

PBmtg300_49:1	er	UH(UH)	er
PBmtg300_49:2	it	PP(PP)	it
PBmtg300_49:3	's	VBS(VBS)	be
PBmtg300_49:4	usual	JJ(JJ)	usual

PBmtg300_50:1	@@	LA(LA)	
PBmtg300_50:2	@@@	LA(LA)	

PBmtg300_51:1	o_hɪ	ONO(ONO)	
PBmtg300_51:2	o_hɪ	ONO(ONO)	
PBmtg300_51:3	i	PP(PP)	i
PBmtg300_51:4	hate	VVP(VVP)	hate
PBmtg300_51:5	these	DT(DT)	these
PBmtg300_51:6	plane	NN(NN)	plane
PBmtg300_51:7	really	RB(RB)	really
PBmtg300_51:8	i	PP(PP)	i
PBmtg300_51:9	hate	VVP(VVP)	hate
PBmtg300_51:10	it	PP(PP)	it
PBmtg300_51:11	_2	PA(PA)	

PBmtg300_52:1	i	PP(PP)	i
PBmtg300_52:2	know	VVP(VVP)	know
PBmtg300_52:3	i	PP(PP)	i
PBmtg300_52:4	know	VVP(VVP)	know

PBmtg300_53:1	it	PP(PP)	it
PBmtg300_53:2	's	VBS(VBS)	be
PBmtg300_53:3	always	RB(RB)	always
PBmtg300_53:4	especially	RB(RB)	especially
PBmtg300_53:5	when	WRB(WRB)	when
PBmtg300_53:6	you	PP(PP)	you
PBmtg300_53:7	're	VBP(VBP)	be
PBmtg300_53:8	sitting	VVG(VVG)	sit
PBmtg300_53:9	at	IN(IN)	at
PBmtg300_53:10	er	UH(UH)	er
PBmtg300_53:11	under	IN(IN)	under
PBmtg300_53:12	the	DT(DT)	the
PBmtg300_53:13	wings	NNS(NNS)	wing
PBmtg300_53:14	erm	UH(UH)	erm
PBmtg300_53:15	y-	XX(XX)	
PBmtg300_53:16	you	PP(PP)	you
PBmtg300_53:17	see	VVP(VVP)	see
PBmtg300_53:18	er	UH(UH)	er
PBmtg300_53:19	over	IN(IN)	over
PBmtg300_53:20	the	DT(DT)	the
PBmtg300_53:21	time	NN(NN)	time
PBmtg300_53:22	the	DT(DT)	the
PBmtg300_53:23	wings	NNS(NNS)	wing
PBmtg300_53:24	swinging	VVG(VVG)	swing
PBmtg300_53:25	and	CC(CC)	and
PBmtg300_53:26	then	RB(RB)	then
PBmtg300_53:27	er	UH(UH)	er
PBmtg300_53:28	some-	XX(XX)	
PBmtg300_53:29	sometime	RB(RB)	sometime
PBmtg300_53:30	the	DT(DT)	the
PBmtg300_53:31	wheels	NNS(NNS)	wheel
PBmtg300_53:32	coming	VVG(VVG)	come
PBmtg300_53:33	down	RB(RB)	down
PBmtg300_53:34	and	CC(CC)	and
PBmtg300_53:35	ooph	UH(UH)	ooph
PBmtg300_53:36	_0	PA(PA)	

PBmtg300_54:1	@	LA(LA)	
PBmtg300_54:2	@	LA(LA)	

PBmtg300_55:1	it	PP(PP)	it
PBmtg300_55:2	's	VBS(VBS)	be
PBmtg300_55:3	always	RB(RB)	always
PBmtg300_55:4	a	DT(DT)	a
PBmtg300_55:5	horror	NN(NN)	horror
PBmtg300_55:6	for	IN(IN)	for
PBmtg300_55:7	me	PP(PP)	i
PBmtg300_55:8	@@@@@	LA(LA)	
PBmtg300_55:9	_0	PA(PA)	
PBmtg300_55:10	@@	LA(LA)	
PBmtg300_55:11	_0	PA(PA)	

PBmtg300_56:1	oh	UH(UH)	oh
PBmtg300_56:2	no	RE(RE)	no
PBmtg300_56:3	i	PP(PP)	i
PBmtg300_56:4	believe	VVP(VVP)	believe
PBmtg300_56:5	next	JJ(JJ)	next
PBmtg300_56:6	next	JJ(JJ)	next
PBmtg300_56:7	time	NN(NN)	time
PBmtg300_56:8	i	PP(PP)	i
PBmtg300_56:9	take	VVP(VVP)	take
PBmtg300_56:10	the	DT(DT)	the
PBmtg300_56:11	car	NN(NN)	car
PBmtg300_56:12	or	CC(CC)	or
PBmtg300_56:13	something	NN(NN)	something
PBmtg300_56:14	_0	PA(PA)	

PBmtg300_57:1	yeah	RE(RE)	yeah

PBmtg300_58:1	oh	UH(UH)	oh
PBmtg300_58:2	no	RE(RE)	no
PBmtg300_58:3	depends	VVZ(VVZ)	depend
PBmtg300_58:4	on	IN(IN)	on
PBmtg300_58:5	which	PRE(PRE)	which
PBmtg300_58:6	day	NN(NN)	day

PBmtg300_59:1	no	RE(RE)	no

PBmtg300_60:1	no	RE(RE)	no

PBmtg300_61:1	you	PP(DM)	you
PBmtg300_61:2	know	VVP(DM)	know
PBmtg300_61:3	i	PP(PP)	i
PBmtg300_61:4	wou-	XX(XX)	

PBmtg300_62:1	you	PP(PP)	you
PBmtg300_62:2	can	MD(MD)	can
PBmtg300_62:3	make	VV(VV)	make
PBmtg300_62:4	it	PP(PP)	it
PBmtg300_62:5	in	IN(IN)	in
PBmtg300_62:6	four	CD(CD)	four
PBmtg300_62:7	hours	NNS(NNS)	hour
PBmtg300_62:8	to	IN(IN)	to
PBmtg300_62:9	amsterdam	NP(NP)	amsterdam
PBmtg300_62:10	but	CC(CC)	but
PBmtg300_62:11	er	UH(UH)	er
PBmtg300_62:12	if	IN(IN)	if
PBmtg300_62:13	you	PP(PP)	you
PBmtg300_62:14	have	VHP(VHP)	have
PBmtg300_62:15	the	DT(DT)	the
PBmtg300_62:16	bad	JJ(JJ)	bad
PBmtg300_62:17	luck	NN(NN)	luck

PBmtg300_63:1	well	DM(DM)	well
PBmtg300_63:2	i	PP(PP)	i
PBmtg300_63:3	want	VVP(VVP)	want
PBmtg300_63:4	to	IN(IN)	to
PBmtg300_63:5	i	PP(PP)	i
PBmtg300_63:6	want	VVP(VVP)	want
PBmtg300_63:7	to	TO(TO)	to
PBmtg300_63:8	make	VV(VV)	make
PBmtg300_63:9	a	DT(DT)	a
PBmtg300_63:10	combination	NN(NN)	combination
PBmtg300_63:11	because	IN(IN)	because
PBmtg300_63:12	er	UH(UH)	er
PBmtg300_63:13	many	JJ(JJ)	many
PBmtg300_63:14	times	NNS(NNS)	time
PBmtg300_63:15	i	PP(PP)	i
PBmtg300_63:16	'm	VBP(VBP)	be
PBmtg300_63:17	in	IN(IN)	in
PBmtg300_63:18	belgium	NP(NP)	belgium
PBmtg300_63:19	also	RB(RB)	also
PBmtg300_63:20	_0	PA(PA)	
PBmtg300_63:21	so	DM(DM)	so
PBmtg300_63:22	i	PP(PP)	i
PBmtg300_63:23	take	VVP(VVP)	take
PBmtg300_63:24	er	UH(UH)	er
PBmtg300_63:25	i	PP(PP)	i
PBmtg300_63:26	do	VVP(VVP)	do
PBmtg300_63:27	n't	RB(RB)	not
PBmtg300_63:28	know	VV(VV)	know
PBmtg300_63:29	one	CD(CD)	one
PBmtg300_63:30	day	NN(NN)	day
PBmtg300_63:31	belgium	NP(NP)	belgium
PBmtg300_63:32	and	CC(CC)	and
PBmtg300_63:33	then	RB(RB)	then
PBmtg300_63:34	_0	PA(PA)	
PBmtg300_63:35	continue	VVP(VVP)	continue
PBmtg300_63:36	on	IN(IN)	on
PBmtg300_63:37	to	IN(IN)	to
PBmtg300_63:38	luxembourg	NP(NP)	luxembourg
PBmtg300_63:39	_1	PA(PA)	

PBmtg300_64:1	mhm	RE(RE)	mhm

PBmtg300_65:1	it	PP(PP)	it
PBmtg300_65:2	takes	VVZ(VVZ)	take
PBmtg300_65:3	er	UH(UH)	er
PBmtg300_65:4	well	DM(DM)	well
PBmtg300_65:5	_0	PA(PA)	

PBmtg300_66:1	two	CD(CD)	two
PBmtg300_66:2	hours	NNS(NNS)	hour
PBmtg300_66:3	_0	PA(PA)	
PBmtg300_66:4	two	CD(CD)	two
PBmtg300_66:5	to	IN(IN)	to
PBmtg300_66:6	two	CD(CD)	two
PBmtg300_66:7	and	CC(CC)	and
PBmtg300_66:8	a	DT(DT)	a
PBmtg300_66:9	half	NN(NN)	half
PBmtg300_66:10	hours	NNS(NNS)	hour
PBmtg300_66:11	from	IN(IN)	from
PBmtg300_66:12	xxx	UNI(UNI)	
PBmtg300_66:13	to	IN(IN)	to
PBmtg300_66:14	to	IN(IN)	to
PBmtg300_66:15	luxembourg	NP(NP)	luxembourg

PBmtg300_67:1	hm	RE(RE)	hm
PBmtg300_67:2	_0	PA(PA)	

PBmtg300_68:1	to	IN(IN)	to
PBmtg300_68:2	brussels	NP(NP)	brussels
PBmtg300_68:3	we	PP(PP)	we
PBmtg300_68:4	never	RB(RB)	never
PBmtg300_68:5	fly	VVP(VVP)	fly

PBmtg300_69:1	mhm	RE(RE)	mhm
PBmtg300_69:2	_0	PA(PA)	
PBmtg300_69:3	oh	UH(UH)	oh
PBmtg300_69:4	_1	PA(PA)	
PBmtg300_69:5	er	UH(UH)	er
PBmtg300_69:6	you	PP(PP)	you
PBmtg300_69:7	maybe	RB(RB)	maybe
PBmtg300_69:8	remember	VVP(VVP)	remember
PBmtg300_69:9	i	PP(PP)	i
PBmtg300_69:10	took	VVD(VVD)	take
PBmtg300_69:11	a	DT(DT)	a
PBmtg300_69:12	_0	PA(PA)	
PBmtg300_69:13	a	DT(DT)	a
PBmtg300_69:14	truck	NN(NN)	truck
PBmtg300_69:15	_0	PA(PA)	
PBmtg300_69:16	to	IN(IN)	to
PBmtg300_69:17	amsterdam	NP(NP)	amsterdam

PBmtg300_70:1	@@	LA(LA)	
PBmtg300_70:2	yes	RE(RE)	yes
PBmtg300_70:3	i	PP(PP)	i
PBmtg300_70:4	do	VVP(VVP)	do
PBmtg300_70:5	@@@@	LA(LA)	

PBmtg300_71:1	last	JJ(JJ)	last
PBmtg300_71:2	year	NN(NN)	year

PBmtg300_72:1	this	DT(DT)	this
PBmtg300_72:2	is	VBZ(VBZ)	be
PBmtg300_72:3	a	DT(DT)	a
PBmtg300_72:4	thing	NN(NN)	thing
PBmtg300_72:5	i	PP(PP)	i
PBmtg300_72:6	never	RB(RB)	never
PBmtg300_72:7	do	VVP(VVP)	do
PBmtg300_72:8	again	RB(RB)	again
PBmtg300_72:9	it	PP(PP)	it
PBmtg300_72:10	's	VBS(VBS)	be
PBmtg300_72:11	a	DT(DT)	a

PBmtg300_73:1	@@@	LA(LA)	

PBmtg300_74:1	@@	LA(LA)	
PBmtg300_74:2	_0	PA(PA)	

PBmtg300_75:1	i	PP(PP)	i
PBmtg300_75:2	departed	VVD(VVD)	depart
PBmtg300_75:3	here	RB(RB)	here
PBmtg300_75:4	er	UH(UH)	er
PBmtg300_75:5	i	PP(PP)	i
PBmtg300_75:6	do	VVP(VVP)	do
PBmtg300_75:7	n't	RB(RB)	not
PBmtg300_75:8	know	VV(VV)	know
PBmtg300_75:9	i	PP(PP)	i
PBmtg300_75:10	left	VVD(VVD)	leave
PBmtg300_75:11	the	DT(DT)	the
PBmtg300_75:12	office	NN(NN)	office
PBmtg300_75:13	here	RB(RB)	here
PBmtg300_75:14	around	RB(RB)	around
PBmtg300_75:15	_0	PA(PA)	
PBmtg300_75:16	five	CD(CD)	five
PBmtg300_75:17	thirty	CD(CD)	thirty
PBmtg300_75:18	_0	PA(PA)	
PBmtg300_75:19	i	PP(PP)	i
PBmtg300_75:20	believe	VVP(VVP)	believe
PBmtg300_75:21	_0	PA(PA)	

PBmtg300_76:1	yeah	RE(RE)	yeah
PBmtg300_76:2	and	CC(CC)	and
PBmtg300_76:3	that	DT(DT)	that
PBmtg300_76:4	's	VBS(VBS)	be
PBmtg300_76:5	er	UH(UH)	er
PBmtg300_76:6	xxx	UNI(UNI)	
PBmtg300_76:7	_0	PA(PA)	

PBmtg300_77:1	and	CC(CC)	and
PBmtg300_77:2	then	RB(RB)	then

PBmtg300_78:1	the	DT(DT)	the
PBmtg300_78:2	truck	NN(NN)	truck
PBmtg300_78:3	_0	PA(PA)	
PBmtg300_78:4	he	PP(PP)	he
PBmtg300_78:5	promised	VVD(VVD)	promise
PBmtg300_78:6	to	TO(TO)	to
